Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10160344,2,"Tuesday, January 25, 2011 05:45:17 UTC",64.4792,-146.9739,0.6,5.90, 8,"Central Alaska"
us,c00018ti,4,"Tuesday, January 25, 2011 05:39:37 UTC",-52.9128,22.2863,5.0,10.10,84,"south of Africa"
ak,10160339,2,"Tuesday, January 25, 2011 05:36:52 UTC",54.6333,-160.1415,3.3,5.10,16,"Alaska Peninsula"
us,c00018th,7,"Tuesday, January 25, 2011 05:24:41 UTC",35.1267,141.2147,5.5,21.70,267,"near the east coast of Honshu, Japan"
ak,10160332,2,"Tuesday, January 25, 2011 05:20:28 UTC",63.9246,-148.6854,1.4,112.70,18,"Central Alaska"
ak,10160330,3,"Tuesday, January 25, 2011 05:01:54 UTC",63.4847,-150.8383,1.4,10.70,18,"Central Alaska"
nc,71514570,3,"Tuesday, January 25, 2011 04:55:01 UTC",38.8133,-122.7953,1.2,3.90,49,"Northern California"
ci,14922116,3,"Tuesday, January 25, 2011 04:43:11 UTC",36.0353,-117.7730,0.1,3.80,11,"Central California"
ak,10160323,2,"Tuesday, January 25, 2011 04:31:01 UTC",59.2056,-153.0872,2.6,76.30,54,"Southern Alaska"
ak,10164407,2,"Tuesday, January 25, 2011 04:21:52 UTC",59.5406,-152.7059,1.9,79.90,19,"Southern Alaska"
ci,14922108,3,"Tuesday, January 25, 2011 04:15:51 UTC",32.8762,-115.5202,1.6,13.30,17,"Southern California"
nc,71514565,4,"Tuesday, January 25, 2011 03:58:03 UTC",39.1873,-123.0582,1.3,5.40,18,"Northern California"
ak,10160320,2,"Tuesday, January 25, 2011 03:55:52 UTC",63.1685,-150.8724,1.7,124.40,20,"Central Alaska"
hv,60208791,1,"Tuesday, January 25, 2011 03:48:01 UTC",19.3270,-155.1433,2.1,5.90,16,"Island of Hawaii, Hawaii"
nc,71514560,2,"Tuesday, January 25, 2011 03:43:13 UTC",38.7922,-122.7517,0.5,3.30,12,"Northern California"
nc,71514555,2,"Tuesday, January 25, 2011 03:32:16 UTC",36.8492,-121.5947,0.7,7.50,26,"Central California"
mb,11978084,2,"Tuesday, January 25, 2011 03:27:03 UTC",46.7945,-112.1748,1.2,9.20,18,"western Montana"
us,2011gnbq,4,"Tuesday, January 25, 2011 03:09:00 UTC",0.4490,98.5193,4.7,53.90,24,"Nias region, Indonesia"
ak,10160317,2,"Tuesday, January 25, 2011 02:51:07 UTC",61.3829,-150.1516,1.4,47.00,18,"Southern Alaska"
nc,71514545,2,"Tuesday, January 25, 2011 02:47:33 UTC",36.5755,-121.1408,1.2,10.70,25,"Central California"
ci,14922092,4,"Tuesday, January 25, 2011 02:35:49 UTC",32.6285,-115.7423,1.6,4.80,22,"Baja California, Mexico"
nc,71514535,2,"Tuesday, January 25, 2011 02:35:09 UTC",36.4702,-121.0463,1.1,6.10,15,"Central California"
nc,71514530,2,"Tuesday, January 25, 2011 02:34:39 UTC",40.4847,-123.4892,1.8,8.80,18,"Northern California"
nc,71514540,2,"Tuesday, January 25, 2011 02:32:56 UTC",38.5975,-122.8120,1.3,6.20,10,"Northern California"
ci,14922084,4,"Tuesday, January 25, 2011 02:31:45 UTC",33.8523,-116.9207,0.9,15.90,45,"Southern California"
ci,14922076,4,"Tuesday, January 25, 2011 02:30:41 UTC",32.8670,-115.5145,1.8,15.00,23,"Southern California"
nc,71514525,3,"Tuesday, January 25, 2011 02:18:44 UTC",38.8167,-122.8072,1.2,3.80,61,"Northern California"
us,c00018sv,4,"Tuesday, January 25, 2011 02:18:38 UTC",22.1050,144.2302,5.2,67.40,83,"Volcano Islands, Japan region"
nc,71514520,3,"Tuesday, January 25, 2011 02:17:25 UTC",38.8143,-122.8062,1.3,3.60,60,"Northern California"
nn,00325188,7,"Tuesday, January 25, 2011 02:03:50 UTC",37.1720,-117.3739,1.3,11.50,13,"Nevada"
ak,10160164,2,"Tuesday, January 25, 2011 02:03:03 UTC",62.5709,-148.8855,1.4,19.80,19,"Central Alaska"
ci,14922068,4,"Tuesday, January 25, 2011 02:02:36 UTC",36.1547,-117.7102,1.0,2.90,20,"Central California"
nc,71514515,2,"Tuesday, January 25, 2011 01:54:23 UTC",37.5362,-118.8652,0.7,8.70,20,"Central California"
ak,10164403,2,"Tuesday, January 25, 2011 01:51:14 UTC",62.4440,-148.1807,1.4,14.60,12,"Central Alaska"
nn,00325146,7,"Tuesday, January 25, 2011 01:47:33 UTC",36.9925,-117.5130,1.2,16.00, 4,"Central California"
nn,00325185,7,"Tuesday, January 25, 2011 01:46:25 UTC",37.1734,-117.3745,1.7,12.80,12,"Nevada"
ak,10160019,2,"Tuesday, January 25, 2011 01:40:16 UTC",63.4677,-150.8675,1.2,9.90,14,"Central Alaska"
ak,10160013,2,"Tuesday, January 25, 2011 01:30:03 UTC",60.3646,-153.1082,2.2,142.70,32,"Southern Alaska"
nn,00325142,7,"Tuesday, January 25, 2011 01:29:12 UTC",37.1583,-117.3749,1.9,10.70,15,"Nevada"
ci,14922060,4,"Tuesday, January 25, 2011 01:23:58 UTC",32.6247,-115.7252,1.5,7.60,20,"Baja California, Mexico"
ci,14922052,4,"Tuesday, January 25, 2011 01:08:33 UTC",32.8622,-115.5198,1.9,14.70,26,"Southern California"
ci,14922028,4,"Tuesday, January 25, 2011 01:00:25 UTC",32.9953,-116.4520,1.1,5.60,34,"Southern California"
nc,71514505,2,"Tuesday, January 25, 2011 00:59:05 UTC",36.7552,-121.5980,1.0,0.00,28,"Central California"
ak,10159991,2,"Tuesday, January 25, 2011 00:58:44 UTC",62.8162,-149.1072,2.0,75.60,43,"Central Alaska"
ci,14922020,5,"Tuesday, January 25, 2011 00:55:36 UTC",32.8665,-115.5140,3.0,14.60,49,"Southern California"
ak,10159989,2,"Tuesday, January 25, 2011 00:50:32 UTC",60.1230,-151.2510,2.0,63.70,28,"Kenai Peninsula, Alaska"
pr,11025000,0,"Tuesday, January 25, 2011 00:33:30 UTC",18.7900,-67.6439,2.9,10.00, 7,"Puerto Rico region"
ak,10159980,2,"Tuesday, January 25, 2011 00:29:00 UTC",63.4852,-150.8606,1.1,11.90,12,"Central Alaska"
ak,10159976,2,"Tuesday, January 25, 2011 00:17:00 UTC",64.9540,-147.3779,1.2,0.00, 7,"Central Alaska"
ak,10164396,2,"Tuesday, January 25, 2011 00:13:30 UTC",63.1410,-151.3379,1.2,1.40,14,"Central Alaska"
ak,10159969,2,"Tuesday, January 25, 2011 00:07:09 UTC",53.1336,-165.9697,2.8,16.50,19,"Fox Islands, Aleutian Islands, Alaska"
ci,36934999,2,"Tuesday, January 25, 2011 00:06:56 UTC",32.8377,-115.4723,1.6,16.00,10,"Southern California"
ci,14922012,2,"Tuesday, January 25, 2011 00:06:47 UTC",32.8795,-115.5110,1.6,6.90,17,"Southern California"
nn,00325178,7,"Tuesday, January 25, 2011 00:00:36 UTC",37.4148,-116.9008,1.4,11.60,13,"Nevada"
nc,71514485,0,"Monday, January 24, 2011 23:54:23 UTC",38.8377,-122.8095,0.7,2.10,10,"Northern California"
ci,14922004,2,"Monday, January 24, 2011 23:51:05 UTC",36.0525,-117.6417,0.5,4.80,13,"Central California"
nc,71514475,0,"Monday, January 24, 2011 23:42:34 UTC",38.8167,-122.8200,0.9,2.70,12,"Northern California"
ci,14921996,5,"Monday, January 24, 2011 23:34:04 UTC",31.1253,-115.7418,2.8,14.70, 8,"Baja California, Mexico"
ci,14921980,A,"Monday, January 24, 2011 23:32:35 UTC",31.2085,-115.7265,3.1,1.40, 8,"Baja California, Mexico"
ak,10159939,2,"Monday, January 24, 2011 23:29:43 UTC",63.5566,-150.9777,1.9,9.80,14,"Central Alaska"
ci,14921964,5,"Monday, January 24, 2011 23:11:15 UTC",32.6645,-115.9355,1.8,5.90,33,"Southern California"
ci,14921972,2,"Monday, January 24, 2011 23:08:51 UTC",33.4992,-116.5433,0.3,12.10,19,"Southern California"
ak,10159922,2,"Monday, January 24, 2011 23:07:16 UTC",60.7424,-148.0894,1.8,24.70,16,"Kenai Peninsula, Alaska"
ci,14921948,4,"Monday, January 24, 2011 23:06:19 UTC",33.4282,-116.4577,0.3,13.60,26,"Southern California"
